PrimalResidual,DualResidual
0.5977594840079318,34.67409952691053
0.04652898062873437,0.6068091462734907
0.0476402038077753,0.2870694893752154
0.053825827508392585,0.2806318302080928
0.05033664683469371,0.27580477179292856
0.04323802399028607,0.27185756648931886
0.04498241536922105,0.266979312703299
0.052296423729508615,0.26075559040473134
0.04774291580984004,0.256222053471062
0.04278756253984693,0.2523176351754954
0.03927343089150815,0.24832259543082263
0.04499288742525852,0.24378158658911864
0.04560344602258197,0.23867237616359538
0.047763245802774655,0.23373843913838063
0.04132154891180785,0.22982292824236264
0.03820727999854485,0.22626958608451422
0.03943071641310024,0.22250632765274317
0.03844448644457902,0.2190067705862527
0.03608748452190027,0.21619825479895763
0.033413230334828514,0.21349275395672349
0.03591364615725003,0.21020390618386237
0.036248465244811824,0.20674318451013723
0.03749675978054132,0.2030213055796022
0.03766427438138675,0.19948278063280228
0.03495602844414915,0.19668210319640556
0.03398186444677393,0.19383947889024053
0.03383336254335362,0.19114841806277025
0.03097023223397834,0.18855182057172215
0.032111801248740655,0.18586477199996318
0.02928550313121376,0.18380101030639318
0.03137880960012085,0.1813336790131468
0.02989233318178792,0.17909653417657717
0.02776871580791071,0.17721969062737702
0.027797527639724182,0.17500317696277282
0.03037566893221315,0.1724631607183871
0.0287170995466228,0.17039969310038855
0.02424308967687385,0.16898382658331462
0.02338818825147823,0.16740494518318447
0.026531255625222402,0.16537736074782577
0.025335986075596586,0.16352037348123688
0.02553681180159198,0.16179215780514622
0.02556682161525946,0.16001511079507627
0.0230492687727802,0.1586111383084899
0.024117612117580425,0.15671809670086875
0.027773083855439314,0.15430414462446276
0.02517171735324068,0.1527350917987821
0.022417454479279918,0.15169025729546215
0.020285801389323437,0.15063767353037194
0.019732058362645567,0.14956411965967334
0.020812231418954413,0.148192487682697
0.022206269827652458,0.1466593876288228
0.022229706133395585,0.1452027294984468
0.024078371944540017,0.143458331993438
0.02422522861029059,0.14186809177772972
0.0227079142330752,0.1405890979017167
0.020274509466704324,0.13967083431176902
0.020323422081114845,0.1386626395606191
0.021648111308728096,0.13726651503084095
0.02014397205514446,0.13608117352718488
0.020471388414156102,0.13483355308433845
0.02127926959890975,0.13358903961073118
0.02009224956597833,0.13252421064659806
0.020150848021532382,0.1314305857097398
0.019501917157326402,0.13043805220400415
0.018286646934309123,0.12957822313754766
0.019039858883510303,0.12851401487257674
0.019096394518778297,0.1273647626452144
0.021046046691767035,0.12566677463413695
0.024072009025027763,0.12352077016832022
0.0254078964033851,0.12143926981989907
0.025487533177793224,0.11949134114886244
0.02334469640533557,0.11831014665830611
0.020525507328470968,0.11755506820963874
0.020199865308868175,0.11639418583898363
0.021326183185435426,0.11476362566413038
0.021081381851658424,0.11327750220901978
0.020797531900956213,0.11205713027961024
0.019762914709816257,0.11101906481279493
0.02003879998007171,0.10980678521711357
0.01853306621463372,0.10900276386596397
0.016524507278738085,0.1084852642980893
0.014864540045465242,0.1078909257865667
0.014742420527857032,0.10723512823554492
0.015491906382683522,0.10649752441916206
0.015925871280574634,0.10560941813915016
0.01695026885867363,0.10464612653997656
0.016933578115924934,0.10377588816779564
0.016097223329104137,0.10310443322993834
0.01520618506658848,0.1025076313256356
0.015803834597394362,0.10176029025648735
0.015384653517062169,0.10093949460858483
0.015496830329597188,0.10013323435464624
0.01563328837310708,0.09937923572823956
0.014235341122588004,0.09885679278150732
0.013490118925189937,0.09838828061777204
0.013656435627358462,0.09791597830423396
0.012973734557181031,0.09749750772729066
0.012163575704421494,0.09713033263518676
0.012250475368245091,0.09674098387124859
0.012842895929072218,0.09619047701126857
0.014344085897095446,0.09546300398595531
0.014459484452299142,0.09481493651693491
0.013835638286546062,0.09438795310629336
0.013260440982554232,0.0940332402697434
0.013185358455051343,0.09341739990087897
0.013891478786122612,0.09281331677160273
0.01358065952236025,0.09220318019169042
0.013647750919242153,0.09168738944100145
0.013655634843023632,0.09107665728124056
0.013584483281679568,0.09047474187219907
0.013112597182482678,0.08996888945728566
0.01250611596161121,0.08950753585993798
0.012872342799953822,0.08900845504475505
0.013092014759455624,0.0884912121480458
0.012510417056747268,0.0881468087215014
0.012076101229969887,0.08790136920641042
0.011807641345782074,0.08752164718609894
0.011677772061083289,0.08717963574646857
0.01107295088961239,0.08682060862810469
0.012661214484448784,0.08628349028266881
0.013250627215201578,0.08550160754534061
0.013374215692642402,0.08491775110469303
0.013425344125594771,0.08438360872801637
0.013145415698772924,0.08394983412350296
0.012803411612843436,0.08355173428744626
0.012174073371436103,0.08320069038088468
0.011455726302211524,0.08294633350732865
0.011579917694848785,0.08260892559719464
0.01173654823693264,0.08220062550186108
0.01250334543135151,0.08164501409809642
0.012213622799442287,0.08113321552732619
0.012200126867832325,0.08077280761293153
0.01141371458533617,0.08052949063676729
0.010964101157849687,0.08030579331383793
0.010012273016347004,0.0801432138648808
0.009667401391086466,0.0798756487656351
0.009969666923744158,0.07956662034446665
0.009357669293473573,0.07933709939029444
0.009563324387230395,0.07907021011768384
0.010309419084539213,0.078505902382528
0.012513495583886064,0.07780765637829841
0.012628949586629211,0.07729136974454895
0.012748174229013755,0.07694310790654986
0.012013341556080746,0.07666685336601117
0.011021598865551189,0.07647225883925857
0.010185693330178904,0.07632224328884225
0.008792898428558292,0.07619636666763618
0.009627312485316104,0.07584410014985558
0.011474404970774683,0.07515530549219047
0.011690389303182749,0.07454867579664673
0.011912944026234391,0.0741332539116035
0.011499038513595081,0.07375839016879496
0.011077678004353471,0.07349709749498001
0.010557226598889847,0.07326291763858157
0.009857051426666675,0.07306785142308656
0.00932017765514657,0.0728169099595973
0.010205577926087723,0.07242225934798029
0.010827898917065202,0.07192427944132879
0.010754061562031429,0.07159211577338659
0.010493738632783184,0.0713451699456567
0.009987863429275733,0.07119015899129377
0.00933391391929656,0.07108823748341137
0.008918688689156632,0.07095955109298191
0.009001666561628095,0.07073463469141048
0.009484544005453654,0.07039345332330987
0.009829505989641924,0.06999485534887682
0.010624511161661281,0.06959483226153039
0.010474595065632782,0.06933182969683849
0.00996829656795934,0.06917137152159207
0.009454752972191451,0.0690351435224165
0.010144154148061173,0.06874048549181852
0.010083015841044573,0.0684104443927021
0.009672505535190333,0.06819124662890728
0.010195360890423253,0.06783211245570336
0.009878885801290043,0.06755453670744539
0.009299802535435749,0.06732428306939116
0.010019222137013818,0.06699406417369276
0.00985844844556757,0.06669113170411567
0.009886429238144919,0.06646936247542348
0.010045115384629509,0.06617879463075621
0.010424330765326336,0.06581979996655019
0.010259387921535225,0.06556610469690825
0.009512892494608233,0.06545357493144933
0.008715253811293252,0.06538291425444977
0.008478131309300923,0.06519816901795086
0.008455943775123573,0.06497030928647596
0.00880877128677026,0.06469884516024975
0.008670163594281173,0.06444932656627313
0.009890191556091315,0.06401655226548439
0.010022369277395875,0.06365582722855359
0.010279280529427877,0.06335948561467314
0.010981321882517403,0.06288547400690285
0.010990518560436183,0.06241807331690036
0.011044751771182127,0.06205429074463223
0.010430218493599527,0.06181300578662049
0.009891985407600471,0.06165004674887456
0.009289655398849924,0.061517851638563124
0.009214778063250884,0.06129542407249446
0.00888371977341807,0.06110373050145097
0.008602453735428896,0.06094285114315202
0.00855088138305954,0.06073389849873431
0.009165552692095532,0.06043342099540588
0.010057116143421464,0.05996285335866747
0.010465674767694982,0.059494300904237504
0.010175153851581561,0.05917190317034757
0.01033065596415719,0.05890011025543317
0.009938875581240222,0.05870475779016001
0.009378746573109985,0.05857965016996931
0.008949092156206243,0.058472496820104
0.008552005754337766,0.058334069727015506
0.008334360037009303,0.05810611738090322
0.008739288993024544,0.05783883717471296
0.009327888616861445,0.057435856589968255
0.009824251786771116,0.05702276403078448
0.009649206547482487,0.05674918960875807
0.009838202699837055,0.056509976303753894
0.009960882499881115,0.056210626501624374
0.009395053907882008,0.056011777036735225
0.009927991210416131,0.055659147410078054
0.009824934475222348,0.05535213573807223
0.009405243570396942,0.055127349015653505
0.009361400002805905,0.05495130874909717
0.008932196992548514,0.054795697296475855
0.008732090181092049,0.054671286174136635
0.008311432434752476,0.054557187633421184
0.008798399594659183,0.05426487423063104
0.008809258588279556,0.053990328217003475
0.008901933856260766,0.05373203872379211
0.00907566014666828,0.0534193706805532
0.009259088661138082,0.05308904900201306
0.009361558600803682,0.05283103277707432
0.009416853768560642,0.052610646063334626
0.009174769415597214,0.05241785383690933
0.008872942054925604,0.05228287194777933
0.008237293116520971,0.05218958168464601
0.008218079103183363,0.05204265035876852
0.008762286202907863,0.051722634294209056
0.008749942001231907,0.0513915100036171
0.009085069847144366,0.05110164690544016
0.009576301616877853,0.05075136030168165
0.009889608296550653,0.05030965782085976
0.010201509683851055,0.04995892755843832
0.009937364169010036,0.049700671212255916
0.009991819616785224,0.049392989565724875
0.010306386344238347,0.04906043450054174
0.00980977168417064,0.04884146929592782
0.009371323411653892,0.048713568763845166
0.008840391763225083,0.0486375972785492
0.008334876678260375,0.04855274421293082
0.007881710657427012,0.04840175686652366
0.007951922053880171,0.048224257012680134
0.007519930054967975,0.048052255480829933
0.00755051236546085,0.04783488353797428
0.007859119998919683,0.047570013082069
0.008509067566779289,0.047159212060397505
0.009374474466036816,0.04665937311238075
0.010034192940139342,0.04621619913787796
0.010086215567766621,0.045909557098194366
0.010002045467292714,0.045638854713837565
0.010907975352442988,0.04519791514870506
0.011055340384964203,0.04469846698529632
0.01082610008381645,0.04433600331280525
0.010678404353367183,0.044075033275418486
